Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Transcript start (bp)	Transcript end (bp)
YPR054W	YPR054W.1	YPR054W	YPR054W.1	666280	667446
YMR075W	YMR075W.1	YMR075W	YMR075W.1	413982	416036
YMR012W	YMR012W.1	YMR012W	YMR012W.1	291134	294967
YLR377C	YLR377C.1	YLR377C	YLR377C.1	873746	874792
YBR262C	YBR262C.1	YBR262C	YBR262C.1	735720	736040
YDR088C	YDR088C.1	YDR088C	YDR088C.1	618497	619645
YDR118W	YDR118W.1	YDR118W	YDR118W.1	685882	687840
YEL030W	YEL030W.1	YEL030W	YEL030W.1	94644	96578
YIR034C	YIR034C.1	YIR034C	YIR034C.1	419615	420736
YKL008C	YKL008C.1	YKL008C	YKL008C.1	427295	428551
YMR291W	YMR291W.1	YMR291W	YMR291W.1	852630	854390
YML011C	YML011C.1	YML011C	YML011C.1	246895	247428
YPL048W	YPL048W.1	YPL048W	YPL048W.1	464401	465648
YIL159W	YIL159W.1	YIL159W	YIL159W.1	41825	45952
YGL120C	YGL120C.1	YGL120C	YGL120C.1	281634	283937
YCL048W	YCL048W.1	YCL048W	YCL048W.1	42165	43556
YAR008W	YAR008W.1	YAR008W	YAR008W.1	158966	159793
YER179W	YER179W.1	YER179W	YER179W.1	548421	549517
YGL116W	YGL116W.1	YGL116W	YGL116W.1	289809	291641
YJR047C	YJR047C.1	YJR047C	YJR047C.1	524908	525381
YKL219W	YKL219W.1	YKL219W	YKL219W.1	14485	15708
YPR126C	YPR126C.1	YPR126C	YPR126C.1	789077	789385
YMR001C	YMR001C.1	YMR001C	YMR001C.1	269019	271136
YGL227W	YGL227W.1	YGL227W	YGL227W.1	69671	72547
YLR406C	YLR406C.1	YLR406C	YLR406C.1	931065	931755
YDR506C	YDR506C.1	YDR506C	YDR506C.1	1459728	1461554
YER135C	YER135C.1	YER135C	YER135C.1	437952	438344
YDR299W	YDR299W.1	YDR299W	YDR299W.1	1059627	1061231
YOR223W	YOR223W.1	YOR223W	YOR223W.1	759782	760660
YBR298C	YBR298C.1	YBR298C	YBR298C.1	802631	804475
YLR001C	YLR001C.1	YLR001C	YLR001C.1	151389	153977
YAL003W	YAL003W.1	YAL003W	YAL003W.1	142174	143160
YHR185C	YHR185C.1	YHR185C	YHR185C.1	474627	475340
YPL049C	YPL049C.1	YPL049C	YPL049C.1	462481	463839
YBR187W	YBR187W.1	YBR187W	YBR187W.1	602634	603476
YBL111C	YBL111C.1	YBL111C	YBL111C.1	2907	5009
YKL159C	YKL159C.1	YKL159C	YKL159C.1	153816	154451
YNL260C	YNL260C.1	YNL260C	YNL260C.1	156859	157455
YLR154W-B	YLR154W-B.1	YLR154W-B	YLR154W-B.1	454392	454556
YJL210W	YJL210W.1	YJL210W	YJL210W.1	36919	37734
YBL015W	YBL015W.1	YBL015W	YBL015W.1	194122	195702
YAL054C	YAL054C.1	YAL054C	YAL054C.1	42881	45022
YCR097W-A	YCR097W-A.1	YCR097W-A	YCR097W-A.1	294439	294705
YMR119W	YMR119W.1	YMR119W	YMR119W.1	505333	507207
YDL020C	YDL020C.1	YDL020C	YDL020C.1	415113	416708
YDR174W	YDR174W.1	YDR174W	YDR174W.1	812110	812850
YBR055C	YBR055C.1	YBR055C	YBR055C.1	344602	347301
YIL018W	YIL018W.1	YIL018W	YIL018W.1	316768	317932
YJL105W	YJL105W.1	YJL105W	YJL105W.1	225055	226737
YGR040W	YGR040W.1	YGR040W	YGR040W.1	575398	576504
YJR103W	YJR103W.1	YJR103W	YJR103W.1	620754	622490
YLL037W	YLL037W.1	YLL037W	YLL037W.1	66562	66942
YOR191W	YOR191W.1	YOR191W	YOR191W.1	692475	697334
YOR013W	YOR013W.1	YOR013W	YOR013W.1	356751	357221
YGL210W	YGL210W.1	YGL210W	YGL210W.1	93792	94460
YML036W	YML036W.1	YML036W	YML036W.1	205642	206293
YOL134C	YOL134C.1	YOL134C	YOL134C.1	70156	70545
YFL051C	YFL051C.1	YFL051C	YFL051C.1	30058	30540
YJL205C	YJL205C.1	YJL205C	YJL205C.1	50139	50443
YLR293C	YLR293C.1	YLR293C	YLR293C.1	720771	721430
YDR413C	YDR413C.1	YDR413C	YDR413C.1	1294836	1295411
YHR031C	YHR031C.1	YHR031C	YHR031C.1	170799	172970
YLR149C-A	YLR149C-A.1	YLR149C-A	YLR149C-A.1	440370	440456
YJR118C	YJR118C.1	YJR118C	YJR118C.1	643490	644101
YIR040C	YIR040C.1	YIR040C	YIR040C.1	433389	433721
YLR177W	YLR177W.1	YLR177W	YLR177W.1	511054	512940
YMR031W-A	YMR031W-A.1	YMR031W-A	YMR031W-A.1	334709	335035
YBL005W-B	YBL005W-B.1	YBL005W-B	YBL005W-B.1	221330	226598
YGR279C	YGR279C.1	YGR279C	YGR279C.1	1048798	1049958
YBR290W	YBR290W.1	YBR290W	YBR290W.1	782591	783556
YGL123W	YGL123W.1	YGL123W	YGL123W.1	277617	278381
YOL115W	YOL115W.1	YOL115W	YOL115W.1	101475	103229
YOR231W	YOR231W.1	YOR231W	YOR231W.1	772601	774127
YMR062C	YMR062C.1	YMR062C	YMR062C.1	395054	396379
YPL176C	YPL176C.1	YPL176C	YPL176C.1	216012	218363
YJR134C	YJR134C.1	YJR134C	YJR134C.1	673729	675852
YLL051C	YLL051C.1	YLL051C	YLL051C.1	37333	39471
YDL094C	YDL094C.1	YDL094C	YDL094C.1	289572	290081
YLR119W	YLR119W.1	YLR119W	YLR119W.1	385534	386175
YIL064W	YIL064W.1	YIL064W	YIL064W.1	241943	242716
YDR165W	YDR165W.1	YDR165W	YDR165W.1	784871	786205
YNL142W	YNL142W.1	YNL142W	YNL142W.1	357453	358952
YMR222C	YMR222C.1	YMR222C	YMR222C.1	715638	716309
YHR144C	YHR144C.1	YHR144C	YHR144C.1	387788	388726
YPL198W	YPL198W.1	YPL198W	YPL198W.1	173152	174702
YBR178W	YBR178W.1	YBR178W	YBR178W.1	586071	586445
YNL311C	YNL311C.1	YNL311C	YNL311C.1	49397	51688
YLR242C	YLR242C.1	YLR242C	YLR242C.1	622918	623883
YER057C	YER057C.1	YER057C	YER057C.1	270737	271126
YML029W	YML029W.1	YML029W	YML029W.1	217362	219878
YCR087C-A	YCR087C-A.1	YCR087C-A	YCR087C-A.1	264006	264467
YLR337C	YLR337C.1	YLR337C	YLR337C.1	802653	805106
YAL033W	YAL033W.1	YAL033W	YAL033W.1	82706	83227
YNR060W	YNR060W.1	YNR060W	YNR060W.1	739951	742110
YLR333C	YLR333C.1	YLR333C	YLR333C.1	795573	795899
YGL087C	YGL087C.1	YGL087C	YGL087C.1	346406	346904
YML037C	YML037C.1	YML037C	YML037C.1	204386	205408
YDL101C	YDL101C.1	YDL101C	YDL101C.1	280307	281848
YDR195W	YDR195W.1	YDR195W	YDR195W.1	848599	850200
YDR322W	YDR322W.1	YDR322W	YDR322W.1	1110589	1111692
YDL102W	YDL102W.1	YDL102W	YDL102W.1	276872	280165
YOR170W	YOR170W.1	YOR170W	YOR170W.1	651858	652163
YGR276C	YGR276C.1	YGR276C	YGR276C.1	1043819	1045480
YBR126C	YBR126C.1	YBR126C	YBR126C.1	488905	490392
YJL081C	YJL081C.1	YJL081C	YJL081C.1	283802	285271
YLR363W-A	YLR363W-A.1	YLR363W-A	YLR363W-A.1	853461	853718
YGR076C	YGR076C.1	YGR076C	YGR076C.1	637104	637577
YMR075C-A	YMR075C-A.1	YMR075C-A	YMR075C-A.1	415688	416053
YCR020C-A	YCR020C-A.1	YCR020C-A	YCR020C-A.1	154830	155096
YDL141W	YDL141W.1	YDL141W	YDL141W.1	203039	205111
YNL114C	YNL114C.1	YNL114C	YNL114C.1	412684	413055
YML010W	YML010W.1	YML010W	YML010W.1	247677	250868
YDR463W	YDR463W.1	YDR463W	YDR463W.1	1386816	1388375
YHR054C	YHR054C.1	YHR054C	YHR054C.1	213185	214249
YPL168W	YPL168W.1	YPL168W	YPL168W.1	231217	232509
YDR328C	YDR328C.1	YDR328C	YDR328C.1	1125434	1126018
YDR344C	YDR344C.1	YDR344C	YDR344C.1	1162006	1162449
YGR021W	YGR021W.1	YGR021W	YGR021W.1	527632	528504
YPL237W	YPL237W.1	YPL237W	YPL237W.1	100496	101353
YKR056W	YKR056W.1	YKR056W	YKR056W.1	549448	551367
YMR224C	YMR224C.1	YMR224C	YMR224C.1	718575	720653
YPR105C	YPR105C.1	YPR105C	YPR105C.1	736984	739569
YKL030W	YKL030W.1	YKL030W	YKL030W.1	382498	383103
YPL083C	YPL083C.1	YPL083C	YPL083C.1	396702	398105
YBL059C-A	YBL059C-A.1	YBL059C-A	YBL059C-A.1	110125	110539
YAL016C-A	YAL016C-A.1	YAL016C-A	YAL016C-A.1	124755	125069
YMR172W	YMR172W.1	YMR172W	YMR172W.1	605981	608140
YHR021C	YHR021C.1	YHR021C	YHR021C.1	147871	148669
YGL217C	YGL217C.1	YGL217C	YGL217C.1	84839	85180
YOL140W	YOL140W.1	YOL140W	YOL140W.1	58759	60030
YGL107C	YGL107C.1	YGL107C	YGL107C.1	304333	306273
YGR128C	YGR128C.1	YGR128C	YGR128C.1	747950	750091
YNR020C	YNR020C.1	YNR020C	YNR020C.1	667410	668222
YOR206W	YOR206W.1	YOR206W	YOR206W.1	727512	729644
YPR017C	YPR017C.1	YPR017C	YPR017C.1	593486	593917
YDL132W	YDL132W.1	YDL132W	YDL132W.1	224304	226751
YER137C-A	YER137C-A.1	YER137C-A	YER137C-A.1	447702	449024
YNR039C	YNR039C.1	YNR039C	YNR039C.1	697614	699431
YAL063C	YAL063C.1	YAL063C	YAL063C.1	24000	27968
YFR016C	YFR016C.1	YFR016C	YFR016C.1	177042	180743
YGL193C	YGL193C.1	YGL193C	YGL193C.1	141916	142227
YCR010C	YCR010C.1	YCR010C	YCR010C.1	132273	133124
YDR283C	YDR283C.1	YDR283C	YDR283C.1	1025070	1030049
YBL071C	YBL071C.1	YBL071C	YBL071C.1	90223	90531
YOR354C	YOR354C.1	YOR354C	YOR354C.1	1001147	1003225
YNL309W	YNL309W.1	YNL309W	YNL309W.1	52662	53924
YMR143W	YMR143W.1	YMR143W	YMR143W.1	551928	552903
YGR183C	YGR183C.1	YGR183C	YGR183C.1	859063	859476
YGR179C	YGR179C.1	YGR179C	YGR179C.1	853675	854895
YGR175C	YGR175C.1	YGR175C	YGR175C.1	846933	848423
YAR020C	YAR020C.1	YAR020C	YAR020C.1	176856	177023
YKR072C	YKR072C.1	YKR072C	YKR072C.1	576435	578123
YNL265C	YNL265C.1	YNL265C	YNL265C.1	144280	145281
YKL211C	YKL211C.1	YKL211C	YKL211C.1	36699	38153
YMR192W	YMR192W.1	YMR192W	YMR192W.1	647118	649280
YLR274W	YLR274W.1	YLR274W	YLR274W.1	691555	693882
YGL043W	YGL043W.1	YGL043W	YGL043W.1	417483	418412
YPR189W	YPR189W.1	YPR189W	YPR189W.1	912664	916962
YDL103C	YDL103C.1	YDL103C	YDL103C.1	275148	276581
YDL152W	YDL152W.1	YDL152W	YDL152W.1	182822	183187
YNL196C	YNL196C.1	YNL196C	YNL196C.1	270275	271171
YHL003C	YHL003C.1	YHL003C	YHL003C.1	100648	101883
YGL135W	YGL135W.1	YGL135W	YGL135W.1	254641	255294
YJL155C	YJL155C.1	YJL155C	YJL155C.1	129285	130643
YHR212W-A	YHR212W-A.1	YHR212W-A	YHR212W-A.1	538742	538945
YOL132W	YOL132W.1	YOL132W	YOL132W.1	71300	72715
YGL082W	YGL082W.1	YGL082W	YGL082W.1	355827	356972
YNR048W	YNR048W.1	YNR048W	YNR048W.1	711630	712811
YDL134C	YDL134C.1	YDL134C	YDL134C.1	219662	220771
YHR083W	YHR083W.1	YHR083W	YHR083W.1	272627	273616
YLL023C	YLL023C.1	YLL023C	YLL023C.1	97997	98836
YGR204W	YGR204W.1	YGR204W	YGR204W.1	905934	908774
YLR202C	YLR202C.1	YLR202C	YLR202C.1	550194	550636
YFR005C	YFR005C.1	YFR005C	YFR005C.1	154527	155873
YBR216C	YBR216C.1	YBR216C	YBR216C.1	655576	657600
YGR265W	YGR265W.1	YGR265W	YGR265W.1	1021648	1022058
YEL020W-A	YEL020W-A.1	YEL020W-A	YEL020W-A.1	117211	117474
YEL038W	YEL038W.1	YEL038W	YEL038W.1	80462	81145
YCR035C	YCR035C.1	YCR035C	YCR035C.1	191834	193018
YLR022C	YLR022C.1	YLR022C	YLR022C.1	184174	184926
YMR026C	YMR026C.1	YMR026C	YMR026C.1	324236	325435
YJR016C	YJR016C.1	YJR016C	YJR016C.1	464451	466208
YDR176W	YDR176W.1	YDR176W	YDR176W.1	814452	816560
YGL004C	YGL004C.1	YGL004C	YGL004C.1	490703	491956
YDR222W	YDR222W.1	YDR222W	YDR222W.1	910054	911301
YPR162C	YPR162C.1	YPR162C	YPR162C.1	866715	868304
YEL076C-A	YEL076C-A.1	YEL076C-A	YEL076C-A.1	4185	5114
YEL054C	YEL054C.1	YEL054C	YEL054C.1	52721	53218
YDR020C	YDR020C.1	YDR020C	YDR020C.1	485746	486444
YKL165C	YKL165C.1	YKL165C	YKL165C.1	137932	140691
YPR129W	YPR129W.1	YPR129W	YPR129W.1	792687	793736
YDL091C	YDL091C.1	YDL091C	YDL091C.1	293392	294759
YJL154C	YJL154C.1	YJL154C	YJL154C.1	131101	133935
YKL164C	YKL164C.1	YKL164C	YKL164C.1	141794	142819
YDR220C	YDR220C.1	YDR220C	YDR220C.1	907000	907293
YDR074W	YDR074W.1	YDR074W	YDR074W.1	593893	596583
YBR240C	YBR240C.1	YBR240C	YBR240C.1	700490	701842
YHR086W-A	YHR086W-A.1	YHR086W-A	YHR086W-A.1	280231	280392
YDR251W	YDR251W.1	YDR251W	YDR251W.1	960614	963106
YOL042W	YOL042W.1	YOL042W	YOL042W.1	249825	250916
YHR196W	YHR196W.1	YHR196W	YHR196W.1	491931	493658
YDR494W	YDR494W.1	YDR494W	YDR494W.1	1436930	1438015
YGL142C	YGL142C.1	YGL142C	YGL142C.1	236269	238119
YKL151C	YKL151C.1	YKL151C	YKL151C.1	164917	165930
YLL067C	YLL067C.1	YLL067C	YLL067C.1	585	4301
YPL230W	YPL230W.1	YPL230W	YPL230W.1	115312	116487
YOR144C	YOR144C.1	YOR144C	YOR144C.1	602717	605092
YOR046C	YOR046C.1	YOR046C	YOR046C.1	414459	415907
YLL062C	YLL062C.1	YLL062C	YLL062C.1	16639	17613
YLR255C	YLR255C.1	YLR255C	YLR255C.1	645600	645953
YBL056W	YBL056W.1	YBL056W	YBL056W.1	113762	115168
YER089C	YER089C.1	YER089C	YER089C.1	335946	337340
YDL175C	YDL175C.1	YDL175C	YDL175C.1	144484	145518
YOR336W	YOR336W.1	YOR336W	YOR336W.1	949773	953870
YKL100W-A	YKL100W-A.1	YKL100W-A	YKL100W-A.1	254159	254248
YML131W	YML131W.1	YML131W	YML131W.1	10198	11295
YNL139C	YNL139C.1	YNL139C	YNL139C.1	360924	365717
YHR192W	YHR192W.1	YHR192W	YHR192W.1	486826	487662
YNL313C	YNL313C.1	YNL313C	YNL313C.1	45308	48022
YCR051W	YCR051W.1	YCR051W	YCR051W.1	214071	214739
YGR067C	YGR067C.1	YGR067C	YGR067C.1	622372	624786
YHL024W	YHL024W.1	YHL024W	YHL024W.1	56649	58790
YJL185C	YJL185C.1	YJL185C	YJL185C.1	82095	82976
YBL012C	YBL012C.1	YBL012C	YBL012C.1	203406	203807
YER071C	YER071C.1	YER071C	YER071C.1	301947	302327
YOR063W	YOR063W.1	YOR063W	YOR063W.1	444686	445849
YDR524C-B	YDR524C-B.1	YDR524C-B	YDR524C-B.1	1489598	1489798
YDR102C	YDR102C.1	YDR102C	YDR102C.1	657648	657980
YPL076W	YPL076W.1	YPL076W	YPL076W.1	410443	411285
YIR002C	YIR002C.1	YIR002C	YIR002C.1	357415	360396
YMR294W	YMR294W.1	YMR294W	YMR294W.1	856966	858087
YER044C-A	YER044C-A.1	YER044C-A	YER044C-A.1	238460	239774
YIL017C	YIL017C.1	YIL017C	YIL017C.1	318200	320965
YML110C	YML110C.1	YML110C	YML110C.1	50031	50954
YPR065W	YPR065W.1	YPR065W	YPR065W.1	679693	680799
YLR288C	YLR288C.1	YLR288C	YLR288C.1	713480	714904
YHR213W-B	YHR213W-B.1	YHR213W-B	YHR213W-B.1	540800	541099
YJL093C	YJL093C.1	YJL093C	YJL093C.1	254737	256812
YNR069C	YNR069C.1	YNR069C	YNR069C.1	761123	762592
YLR170C	YLR170C.1	YLR170C	YLR170C.1	500579	501049
YCR057C	YCR057C.1	YCR057C	YCR057C.1	220457	223228
YJL160C	YJL160C.1	YJL160C	YJL160C.1	117962	118825
YBR287W	YBR287W.1	YBR287W	YBR287W.1	776571	777854
Q0050	Q0050.1	Q0050	Q0050.1	13818	16322
YDR356W	YDR356W.1	YDR356W	YDR356W.1	1186107	1188941
YER077C	YER077C.1	YER077C	YER077C.1	314534	316600
YDL033C	YDL033C.1	YDL033C	YDL033C.1	392659	393912
YJR083C	YJR083C.1	YJR083C	YJR083C.1	582608	583537
YDR291W	YDR291W.1	YDR291W	YDR291W.1	1039728	1042961
YGR239C	YGR239C.1	YGR239C	YGR239C.1	969187	970053
YML057C-A	YML057C-A.1	YML057C-A	YML057C-A.1	160023	160412
YER031C	YER031C.1	YER031C	YER031C.1	214076	214747
YFR057W	YFR057W.1	YFR057W	YFR057W.1	269061	269516
YOR006C	YOR006C.1	YOR006C	YOR006C.1	337680	338621
YPR204W	YPR204W.1	YPR204W	YPR204W.1	944603	947701
YNL283C	YNL283C.1	YNL283C	YNL283C.1	105184	106695
YGR153W	YGR153W.1	YGR153W	YGR153W.1	796092	796745
YOL032W	YOL032W.1	YOL032W	YOL032W.1	265429	266169
YLR194C	YLR194C.1	YLR194C	YLR194C.1	540809	541573
YPR158C-C	YPR158C-C.1	YPR158C-C	YPR158C-C.1	854935	856257
YER168C	YER168C.1	YER168C	YER168C.1	521029	522669
YML031C-A	YML031C-A.1	YML031C-A	YML031C-A.1	214086	214421
YDR079C-A	YDR079C-A.1	YDR079C-A	YDR079C-A.1	603593	603811
YFR032C-A	YFR032C-A.1	YFR032C-A	YFR032C-A.1	223258	223437
YJL151C	YJL151C.1	YJL151C	YJL151C.1	136372	136773
YOR332W	YOR332W.1	YOR332W	YOR332W.1	943656	944357
YMR181C	YMR181C.1	YMR181C	YMR181C.1	623616	624080
YOL010W	YOL010W.1	YOL010W	YOL010W.1	307938	309041
YDL042C	YDL042C.1	YDL042C	YDL042C.1	376757	378445
YNL109W	YNL109W.1	YNL109W	YNL109W.1	418964	419509
YKR022C	YKR022C.1	YKR022C	YKR022C.1	482171	483139
YNL148C	YNL148C.1	YNL148C	YNL148C.1	349907	350671
YMR318C	YMR318C.1	YMR318C	YMR318C.1	911061	912143
YGL078C	YGL078C.1	YGL078C	YGL078C.1	360288	361859
YER142C	YER142C.1	YER142C	YER142C.1	455146	456036
YIL065C	YIL065C.1	YIL065C	YIL065C.1	241308	241775
YPL062W	YPL062W.1	YPL062W	YPL062W.1	431895	432299
YKR074W	YKR074W.1	YKR074W	YKR074W.1	579209	579676
YNL099C	YNL099C.1	YNL099C	YNL099C.1	438567	439283
YKL201C	YKL201C.1	YKL201C	YKL201C.1	63930	67466
YPR083W	YPR083W.1	YPR083W	YPR083W.1	704854	706593
YBL033C	YBL033C.1	YBL033C	YBL033C.1	158656	159693
YDL159W-A	YDL159W-A.1	YDL159W-A	YDL159W-A.1	172182	172313
YCL057W	YCL057W.1	YCL057W	YCL057W.1	24768	26906
YHR102W	YHR102W.1	YHR102W	YHR102W.1	316572	319814
YDR117C	YDR117C.1	YDR117C	YDR117C.1	683946	685643
YLR245C	YLR245C.1	YLR245C	YLR245C.1	626502	626930
YNL198C	YNL198C.1	YNL198C	YNL198C.1	266514	266816
YLR185W	YLR185W.1	YLR185W	YLR185W.1	522663	523288
YGL216W	YGL216W.1	YGL216W	YGL216W.1	84885	87302
YPL254W	YPL254W.1	YPL254W	YPL254W.1	69485	70951
YNL100W	YNL100W.1	YNL100W	YNL100W.1	437613	438317
YPL184C	YPL184C.1	YPL184C	YPL184C.1	195950	197788
YDR492W	YDR492W.1	YDR492W	YDR492W.1	1434924	1435874
YER006W	YER006W.1	YER006W	YER006W.1	162723	164285
YOL114C	YOL114C.1	YOL114C	YOL114C.1	103317	103925
YNL288W	YNL288W.1	YNL288W	YNL288W.1	90303	91424
YGR096W	YGR096W.1	YGR096W	YGR096W.1	676621	677565
YER132C	YER132C.1	YER132C	YER132C.1	425188	430449
YJL008C	YJL008C.1	YJL008C	YJL008C.1	419957	421663
YHR202W	YHR202W.1	YHR202W	YHR202W.1	502388	504196
YJR041C	YJR041C.1	YJR041C	YJR041C.1	510239	513763
YHR094C	YHR094C.1	YHR094C	YHR094C.1	290913	292625
YKR045C	YKR045C.1	YKR045C	YKR045C.1	523418	523969
YPR140W	YPR140W.1	YPR140W	YPR140W.1	814391	815536
YPR029C	YPR029C.1	YPR029C	YPR029C.1	624469	626967
YNL318C	YNL318C.1	YNL318C	YNL318C.1	38707	40329
YDR276C	YDR276C.1	YDR276C	YDR276C.1	1013476	1013643
YHR165C	YHR165C.1	YHR165C	YHR165C.1	429707	436948
YLL014W	YLL014W.1	YLL014W	YLL014W.1	121322	121648
YOR272W	YOR272W.1	YOR272W	YOR272W.1	832813	834195
YLL056C	YLL056C.1	YLL056C	YLL056C.1	27409	28305
YOL040C	YOL040C.1	YOL040C	YOL040C.1	253149	253577
YGR143W	YGR143W.1	YGR143W	YGR143W.1	775193	777508
YPL165C	YPL165C.1	YPL165C	YPL165C.1	237956	239077
YNR026C	YNR026C.1	YNR026C	YNR026C.1	673274	674689
YLR120W-A	YLR120W-A.1	YLR120W-A	YLR120W-A.1	388672	388773
YOR203W	YOR203W.1	YOR203W	YOR203W.1	722565	722918
YBL013W	YBL013W.1	YBL013W	YBL013W.1	202056	203261
YER038W-A	YER038W-A.1	YER038W-A	YER038W-A.1	228451	228831
YMR013W-A	YMR013W-A.1	YMR013W-A	YMR013W-A.1	298311	298391
YOR302W	YOR302W.1	YOR302W	YOR302W.1	882765	882842
YGR122W	YGR122W.1	YGR122W	YGR122W.1	733935	735143
YLR076C	YLR076C.1	YLR076C	YLR076C.1	283185	283607
YGR221C	YGR221C.1	YGR221C	YGR221C.1	937124	938992
YLL018C	YLL018C.1	YLL018C	YLL018C.1	109902	111575
YDR275W	YDR275W.1	YDR275W	YDR275W.1	1012252	1012959
YDR295C	YDR295C.1	YDR295C	YDR295C.1	1052623	1054647
YHR140W	YHR140W.1	YHR140W	YHR140W.1	380572	381291
YKL127W	YKL127W.1	YKL127W	YKL127W.1	203541	205253
YJL131C	YJL131C.1	YJL131C	YJL131C.1	164278	165348
YOR241W	YOR241W.1	YOR241W	YOR241W.1	786995	788641
YDR382W	YDR382W.1	YDR382W	YDR382W.1	1239492	1239824
YDR495C	YDR495C.1	YDR495C	YDR495C.1	1438115	1441150
YOL129W	YOL129W.1	YOL129W	YOL129W.1	77560	78114
YNL102W	YNL102W.1	YNL102W	YNL102W.1	430087	434493
YML014W	YML014W.1	YML014W	YML014W.1	243225	244064
YDR237W	YDR237W.1	YDR237W	YDR237W.1	936615	937493
YOR343W-A	YOR343W-A.1	YOR343W-A	YOR343W-A.1	970578	971894
YKR009C	YKR009C.1	YKR009C	YKR009C.1	454352	457054
YGL006W-A	YGL006W-A.1	YGL006W-A	YGL006W-A.1	485423	485533
YJR129C	YJR129C.1	YJR129C	YJR129C.1	664000	665019
YPR039W	YPR039W.1	YPR039W	YPR039W.1	647012	647347
YPR024W	YPR024W.1	YPR024W	YPR024W.1	610481	612724
YOR289W	YOR289W.1	YOR289W	YOR289W.1	853357	854112
YLR259C	YLR259C.1	YLR259C	YLR259C.1	663284	665002
YIL102C	YIL102C.1	YIL102C	YIL102C.1	174582	174887
YOR229W	YOR229W.1	YOR229W	YOR229W.1	768409	769812
YKR049C	YKR049C.1	YKR049C	YKR049C.1	526830	527231
YKL073W	YKL073W.1	YKL073W	YKL073W.1	296430	299075
YDR496C	YDR496C.1	YDR496C	YDR496C.1	1441433	1443403
YBL070C	YBL070C.1	YBL070C	YBL070C.1	90605	90925
YPL042C	YPL042C.1	YPL042C	YPL042C.1	473040	474707
YJL133W	YJL133W.1	YJL133W	YJL133W.1	160619	161563
YOL077W-A	YOL077W-A.1	YOL077W-A	YOL077W-A.1	185438	185644
YCL040W	YCL040W.1	YCL040W	YCL040W.1	50838	52340
YPL145C	YPL145C.1	YPL145C	YPL145C.1	278395	279699
YDL146W	YDL146W.1	YDL146W	YDL146W.1	192750	194225
YDR100W	YDR100W.1	YDR100W	YDR100W.1	655013	655444
YJR004C	YJR004C.1	YJR004C	YJR004C.1	442909	444861
YBR186W	YBR186W.1	YBR186W	YBR186W.1	600553	602360
YKL137W	YKL137W.1	YKL137W	YKL137W.1	185957	186292
Q0160	Q0160.1	Q0160	Q0160.1	61022	61729
YDR098C-A	YDR098C-A.1	YDR098C-A	YDR098C-A.1	649804	651126
YFR041C	YFR041C.1	YFR041C	YFR041C.1	237368	238255
YLR133W	YLR133W.1	YLR133W	YLR133W.1	408445	410193
YKL006C-A	YKL006C-A.1	YKL006C-A	YKL006C-A.1	430198	430632
YPR192W	YPR192W.1	YPR192W	YPR192W.1	921860	922777
YMR189W	YMR189W.1	YMR189W	YMR189W.1	637500	640604
YOR137C	YOR137C.1	YOR137C	YOR137C.1	581813	583681
YNL215W	YNL215W.1	YNL215W	YNL215W.1	244468	245430
YDL105W	YDL105W.1	YDL105W	YDL105W.1	272389	273597
YOR161W-A	YOR161W-A.1	YOR161W-A	YOR161W-A.1	637574	637654
YDR111C	YDR111C.1	YDR111C	YDR111C.1	678241	679764
YCL029C	YCL029C.1	YCL029C	YCL029C.1	68599	69921
YDR172W	YDR172W.1	YDR172W	YDR172W.1	808324	810381
YPL064C	YPL064C.1	YPL064C	YPL064C.1	428711	429616
YML054C-A	YML054C-A.1	YML054C-A	YML054C-A.1	167623	167781
YNL085W	YNL085W.1	YNL085W	YNL085W.1	467131	469623
YAL031W-A	YAL031W-A.1	YAL031W-A	YAL031W-A.1	84669	84977
YDL230W	YDL230W.1	YDL230W	YDL230W.1	42700	43707
YFR025C	YFR025C.1	YFR025C	YFR025C.1	203743	204750
YHR093W	YHR093W.1	YHR093W	YHR093W.1	289142	289690
YOR050C	YOR050C.1	YOR050C	YOR050C.1	424270	424617
YNL264C	YNL264C.1	YNL264C	YNL264C.1	145563	146615
YGL051W	YGL051W.1	YGL051W	YGL051W.1	403687	404391
YBL038W	YBL038W.1	YBL038W	YBL038W.1	146187	146885
YHR148W	YHR148W.1	YHR148W	YHR148W.1	393534	394085
YPL166W	YPL166W.1	YPL166W	YPL166W.1	237338	237979
YIL165C	YIL165C.1	YIL165C	YIL165C.1	33718	34077
YJL005W	YJL005W.1	YJL005W	YJL005W.1	425157	431237
YDR103W	YDR103W.1	YDR103W	YDR103W.1	658350	661103
YNL130C-A	YNL130C-A.1	YNL130C-A	YNL130C-A.1	381245	381391
YAR050W	YAR050W.1	YAR050W	YAR050W.1	203403	208016
YPL026C	YPL026C.1	YPL026C	YPL026C.1	500675	502183
YJR006W	YJR006W.1	YJR006W	YJR006W.1	449202	450665
YLR044C	YLR044C.1	YLR044C	YLR044C.1	232390	234081
YJL115W	YJL115W.1	YJL115W	YJL115W.1	196287	197126
YLR262C	YLR262C.1	YLR262C	YLR262C.1	668244	668891
YDR386W	YDR386W.1	YDR386W	YDR386W.1	1246084	1247982
YJL099W	YJL099W.1	YJL099W	YJL099W.1	239414	241654
YLR422W	YLR422W.1	YLR422W	YLR422W.1	965897	971695
